[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[206.789] I: Pausing for undefinedms
[206.79] I: Pausing for undefinedms
[206.791] I: Pausing for undefinedms
[206.793] I: Pausing for undefinedms
[206.794] I: Pausing for undefinedms
[206.796] I: Pausing for undefinedms
[206.797] I: Pausing for undefinedms
[206.798] I: Pausing for undefinedms
[206.799] I: Pausing for undefinedms
[206.8] I: Pausing for undefinedms
[206.802] I: Pausing for undefinedms
[206.803] I: Pausing for undefinedms
[206.804] I: Pausing for undefinedms
[206.805] I: Pausing for undefinedms
[206.807] I: Pausing for undefinedms
[206.808] I: Pausing for undefinedms
[206.81] I: Pausing for undefinedms
[206.811] I: Pausing for undefinedms
[206.812] I: Pausing for undefinedms
[206.814] I: Pausing for undefinedms
[206.815] I: Pausing for undefinedms
[206.816] I: Pausing for undefinedms
[206.817] I: Pausing for undefinedms
[206.819] I: Pausing for undefinedms
[206.82] I: Pausing for undefinedms
[206.821] I: Pausing for undefinedms
[206.822] I: Pausing for undefinedms
[206.824] I: Pausing for undefinedms
[206.825] I: Pausing for undefinedms
[206.827] I: Pausing for undefinedms
[206.828] I: Pausing for undefinedms
[206.829] I: Pausing for undefinedms
[206.83] I: Pausing for undefinedms
[206.832] I: Pausing for undefinedms
[206.833] I: Pausing for undefinedms
[206.834] I: Pausing for undefinedms
[206.835] I: Pausing for undefinedms
[206.837] I: Pausing for undefinedms
[206.838] I: Pausing for undefinedms
[206.839] I: Pausing for undefinedms
[206.84] I: Pausing for undefinedms
[206.842] I: Pausing for undefinedms
[206.843] I: Pausing for undefinedms
[206.844] I: Pausing for undefinedms
[206.846] I: Pausing for undefinedms
[206.847] I: Pausing for undefinedms
[206.848] I: Pausing for undefinedms
[206.849] I: Pausing for undefinedms
[206.851] I: Pausing for undefinedms
[206.852] I: Pausing for undefinedms
[206.853] I: Pausing for undefinedms
[206.854] I: Pausing for undefinedms
[206.856] I: Pausing for undefinedms
[206.857] I: Pausing for undefinedms
[206.858] I: Pausing for undefinedms
[206.86] I: Pausing for undefinedms
[206.861] I: Pausing for undefinedms
[206.861] I: Pausing for undefinedms
[206.862] I: Pausing for undefinedms
[206.864] I: Pausing for undefinedms
[206.865] I: Pausing for undefinedms
[206.866] I: Pausing for undefinedms
[206.867] I: Pausing for undefinedms
[206.869] I: Pausing for undefinedms
[206.87] I: Pausing for undefinedms
[206.871] I: Pausing for undefinedms
[206.872] I: Pausing for undefinedms
[206.873] I: Pausing for undefinedms
[206.875] I: Pausing for undefinedms
[206.876] I: Pausing for undefinedms
[206.878] I: Pausing for undefinedms
[206.879] I: Pausing for undefinedms
[206.88] I: Pausing for undefinedms
[206.881] I: Pausing for undefinedms
[206.883] I: Pausing for undefinedms
[206.884] I: Pausing for undefinedms
[206.885] I: Pausing for undefinedms
[206.886] I: Pausing for undefinedms
[206.887] I: Pausing for undefinedms
[206.889] I: Pausing for undefinedms
[206.89] I: Pausing for undefinedms
[206.892] I: Pausing for undefinedms
[206.893] I: Pausing for undefinedms
[206.894] I: Pausing for undefinedms
[206.895] I: Pausing for undefinedms
[206.897] I: Pausing for undefinedms
[206.898] I: Pausing for undefinedms
[206.899] I: Pausing for undefinedms
[206.9] I: Pausing for undefinedms
[206.902] I: Pausing for undefinedms
[206.903] I: Pausing for undefinedms
[206.904] I: Pausing for undefinedms
[206.905] I: Pausing for undefinedms
[206.906] I: Pausing for undefinedms
[206.908] I: Pausing for undefinedms
[206.909] I: Pausing for undefinedms
[206.91] I: Pausing for undefinedms
[206.912] I: Pausing for undefinedms
[206.913] I: Pausing for undefinedms
[206.914] I: Pausing for undefinedms
[206.916] I: Pausing for undefinedms
[206.917] I: Pausing for undefinedms
[206.917] I: Pausing for undefinedms
[206.918] I: Pausing for undefinedms
[206.92] I: Pausing for undefinedms
[206.921] I: Pausing for undefinedms
[206.922] I: Pausing for undefinedms
[206.923] I: Pausing for undefinedms
[206.924] I: Pausing for undefinedms
[206.926] I: Pausing for undefinedms
[206.928] I: Pausing for undefinedms
[206.929] I: Pausing for undefinedms
[206.93] I: Pausing for undefinedms
[206.932] I: Pausing for undefinedms
[206.933] I: Pausing for undefinedms
[206.934] I: Pausing for undefinedms
[206.935] I: Pausing for undefinedms
[206.936] I: Pausing for undefinedms
[206.938] I: Pausing for undefinedms
[206.939] I: Pausing for undefinedms
[206.94] I: Pausing for undefinedms
[206.941] I: Pausing for undefinedms
[206.943] I: Pausing for undefinedms
[206.944] I: Pausing for undefinedms
[206.945] I: Pausing for undefinedms
[206.946] I: Pausing for undefinedms
[206.948] I: Pausing for undefinedms
[206.949] I: Pausing for undefinedms
[206.95] I: Pausing for undefinedms
[206.951] I: Pausing for undefinedms
[206.952] I: Pausing for undefinedms
[206.953] I: Pausing for undefinedms
[206.955] I: Pausing for undefinedms
[206.956] I: Pausing for undefinedms
[206.957] I: Pausing for undefinedms
[206.958] I: Pausing for undefinedms
[206.96] I: Pausing for undefinedms
[206.961] I: Pausing for undefinedms
[206.962] I: Pausing for undefinedms
[206.962] I: Pausing for undefinedms
[206.963] I: Pausing for undefinedms
[206.964] I: Pausing for undefinedms
[206.966] I: Pausing for undefinedms
[206.967] I: Pausing for undefinedms
[206.968] I: Pausing for undefinedms
[206.968] I: Pausing for undefinedms
[206.969] I: Pausing for undefinedms
[206.971] I: Pausing for undefinedms
[206.972] I: Pausing for undefinedms
[206.973] I: Pausing for undefinedms
[206.974] I: Pausing for undefinedms
[206.976] I: Pausing for undefinedms
[206.977] I: Pausing for undefinedms
[206.978] I: Pausing for undefinedms
[206.979] I: Pausing for undefinedms
[206.98] I: Pausing for undefinedms
[206.982] I: Pausing for undefinedms
[206.983] I: Pausing for undefinedms
[206.984] I: Pausing for undefinedms
[206.985] I: Pausing for undefinedms
[206.986] I: Pausing for undefinedms
[206.988] I: Pausing for undefinedms
[206.989] I: Pausing for undefinedms
[206.99] I: Pausing for undefinedms
[206.991] I: Pausing for undefinedms
[206.992] I: Pausing for undefinedms
[206.994] I: Pausing for undefinedms
[206.995] I: Pausing for undefinedms
[206.996] I: Pausing for undefinedms
[206.997] I: Pausing for undefinedms
[206.999] I: Pausing for undefinedms
[207] I: Pausing for undefinedms
[207.001] I: Pausing for undefinedms
[207.002] I: Pausing for undefinedms
[207.003] I: Pausing for undefinedms
[207.005] I: Pausing for undefinedms
[207.006] I: Pausing for undefinedms
[207.007] I: Pausing for undefinedms
[207.008] I: Pausing for undefinedms
[207.01] I: Pausing for undefinedms
[207.011] I: Pausing for undefinedms
[207.012] I: Pausing for undefinedms
[207.013] I: Pausing for undefinedms
[207.015] I: Pausing for undefinedms
[207.016] I: Pausing for undefinedms
[207.017] I: Pausing for undefinedms
[207.018] I: Pausing for undefinedms
[207.019] I: Pausing for undefinedms
[207.021] I: Pausing for undefinedms
[207.022] I: Pausing for undefinedms
[207.023] I: Pausing for undefinedms
[207.024] I: Pausing for undefinedms
[207.026] I: Pausing for undefinedms
[207.027] I: Pausing for undefinedms
[207.028] I: Pausing for undefinedms
[207.03] I: Pausing for undefinedms
[207.031] I: Pausing for undefinedms
[207.032] I: Pausing for undefinedms
[207.033] I: Pausing for undefinedms
[207.035] I: Pausing for undefinedms
[207.036] I: Pausing for undefinedms
[207.037] I: Pausing for undefinedms
[207.038] I: Pausing for undefinedms
[207.039] I: Pausing for undefinedms
[207.041] I: Pausing for undefinedms
[207.042] I: Pausing for undefinedms
[207.044] I: Pausing for undefinedms
[207.045] I: Pausing for undefinedms
[207.046] I: Pausing for undefinedms
[207.048] I: Pausing for undefinedms
[207.049] I: Pausing for undefinedms
[207.05] I: Pausing for undefinedms
[207.051] I: Pausing for undefinedms
[207.052] I: Pausing for undefinedms
[207.054] I: Pausing for undefinedms
[207.055] I: Pausing for undefinedms
[207.056] I: Pausing for undefinedms
[207.057] I: Pausing for undefinedms
[207.059] I: Pausing for undefinedms
[207.06] I: Pausing for undefinedms
[207.062] I: Pausing for undefinedms
[207.063] I: Pausing for undefinedms
[207.064] I: Pausing for undefinedms
[207.066] I: Pausing for undefinedms
[207.067] I: Pausing for undefinedms
[207.068] I: Pausing for undefinedms
[207.069] I: Pausing for undefinedms
[207.07] I: Pausing for undefinedms
[207.072] I: Pausing for undefinedms
[207.073] I: Pausing for undefinedms
[207.074] I: Pausing for undefinedms
[207.076] I: Pausing for undefinedms
[207.078] I: Pausing for undefinedms
[207.079] I: Pausing for undefinedms
[207.08] I: Pausing for undefinedms
[207.08] I: Pausing for undefinedms
[207.081] I: Pausing for undefinedms
[207.083] I: Pausing for undefinedms
[207.084] I: Pausing for undefinedms
[207.085] I: Pausing for undefinedms
[207.086] I: Pausing for undefinedms
[207.087] I: Pausing for undefinedms
[207.089] I: Pausing for undefinedms
[207.09] I: Pausing for undefinedms
[207.091] I: Pausing for undefinedms
[207.092] I: Pausing for undefinedms
[207.094] I: Pausing for undefinedms
[207.095] I: Pausing for undefinedms
[207.097] I: Pausing for undefinedms
[207.098] I: Pausing for undefinedms
[207.098] I: Pausing for undefinedms
[207.099] I: Pausing for undefinedms
[207.1] I: Pausing for undefinedms
[207.102] I: Pausing for undefinedms
[207.103] I: Pausing for undefinedms
[207.104] I: Pausing for undefinedms
[207.105] I: Pausing for undefinedms
[207.107] I: Pausing for undefinedms
[207.109] I: Pausing for undefinedms
[207.111] I: Pausing for undefinedms
[207.112] I: Pausing for undefinedms
[207.114] I: Pausing for undefinedms
[207.115] I: Pausing for undefinedms
[207.116] I: Pausing for undefinedms
[207.117] I: Pausing for undefinedms
[207.118] I: Pausing for undefinedms
[207.12] I: Pausing for undefinedms
[207.121] I: Pausing for undefinedms
[207.122] I: Pausing for undefinedms
[207.123] I: Pausing for undefinedms
[207.125] I: Pausing for undefinedms
[207.126] I: Pausing for undefinedms
[207.128] I: Pausing for undefinedms
[207.129] I: Pausing for undefinedms
[207.13] I: Pausing for undefinedms
[207.131] I: Pausing for undefinedms
[207.133] I: Pausing for undefinedms
[207.134] I: Pausing for undefinedms
[207.135] I: Pausing for undefinedms
[207.136] I: Pausing for undefinedms
[207.137] I: Pausing for undefinedms
[207.139] I: Pausing for undefinedms
[207.14] I: Pausing for undefinedms
[207.141] I: Pausing for undefinedms
[207.141] I: Pausing for undefinedms
[207.143] I: Pausing for undefinedms
[207.144] I: Pausing for undefinedms
[207.144] I: Pausing for undefinedms
[207.145] I: Pausing for undefinedms
[207.147] I: Pausing for undefinedms
[207.148] I: Pausing for undefinedms
[207.149] I: Pausing for undefinedms
[207.15] I: Pausing for undefinedms
[207.151] I: Pausing for undefinedms
[207.153] I: Pausing for undefinedms
[207.154] I: Pausing for undefinedms
[207.155] I: Pausing for undefinedms
[207.156] I: Pausing for undefinedms
[207.156] I: Pausing for undefinedms
[207.157] I: Pausing for undefinedms
[207.158] I: Pausing for undefinedms
[207.16] I: Pausing for undefinedms
[207.161] I: Pausing for undefinedms
[207.162] I: Pausing for undefinedms
[207.164] I: Pausing for undefinedms
[207.165] I: Pausing for undefinedms
[207.166] I: Pausing for undefinedms
[207.166] I: Pausing for undefinedms
[207.167] I: Pausing for undefinedms
[207.169] I: Pausing for undefinedms
[207.17] I: Pausing for undefinedms
[207.171] I: Pausing for undefinedms
[207.172] I: Pausing for undefinedms
[207.173] I: Pausing for undefinedms
[207.175] I: Pausing for undefinedms
[207.177] I: Pausing for undefinedms
[207.178] I: Pausing for undefinedms
[207.179] I: Pausing for undefinedms
[207.18] I: Pausing for undefinedms
[207.182] I: Pausing for undefinedms
[207.183] I: Pausing for undefinedms
[207.184] I: Pausing for undefinedms
[207.185] I: Pausing for undefinedms
[207.186] I: Pausing for undefinedms
[207.188] I: Pausing for undefinedms
[207.189] I: Pausing for undefinedms
[207.19] I: Pausing for undefinedms
[207.191] I: Pausing for undefinedms
[207.193] I: Pausing for undefinedms
[207.194] I: Pausing for undefinedms
[207.195] I: Pausing for undefinedms
[207.196] I: Pausing for undefinedms
[207.198] I: Pausing for undefinedms
[207.199] I: Pausing for undefinedms
[207.2] I: Pausing for undefinedms
[207.201] I: Pausing for undefinedms
[207.202] I: Pausing for undefinedms
[207.204] I: Pausing for undefinedms
[207.205] I: Pausing for undefinedms
[207.206] I: Pausing for undefinedms
[207.207] I: Pausing for undefinedms
[207.208] I: Pausing for undefinedms
[207.21] I: Pausing for undefinedms
[207.211] I: Pausing for undefinedms
[207.213] I: Pausing for undefinedms
[207.214] I: Pausing for undefinedms
[207.215] I: Pausing for undefinedms
[207.216] I: Pausing for undefinedms
[207.217] I: Pausing for undefinedms
[207.218] I: Pausing for undefinedms
[207.22] I: Pausing for undefinedms
[207.221] I: Pausing for undefinedms
[207.222] I: Pausing for undefinedms
[207.223] I: Pausing for undefinedms
[207.225] I: Pausing for undefinedms
[207.226] I: Pausing for undefinedms
[207.227] I: Pausing for undefinedms
[207.229] I: Pausing for undefinedms
[207.23] I: Pausing for undefinedms
[207.231] I: Pausing for undefinedms
[207.232] I: Pausing for undefinedms
[207.233] I: Pausing for undefinedms
[207.235] I: Pausing for undefinedms
[207.236] I: Pausing for undefinedms
[207.237] I: Pausing for undefinedms
[207.238] I: Pausing for undefinedms
[207.239] I: Pausing for undefinedms
[207.241] I: Pausing for undefinedms
[207.242] I: Pausing for undefinedms
[207.243] I: Pausing for undefinedms
[207.244] I: Pausing for undefinedms
[207.246] I: Pausing for undefinedms
[207.247] I: Pausing for undefinedms
[207.248] I: Pausing for undefinedms
[207.249] I: Pausing for undefinedms
[207.25] I: Pausing for undefinedms
[207.252] I: Pausing for undefinedms
[207.253] I: Pausing for undefinedms
[207.254] I: Pausing for undefinedms
[207.255] I: Pausing for undefinedms
[207.256] I: Pausing for undefinedms
[207.258] I: Pausing for undefinedms
[207.258] I: Pausing for undefinedms
[207.259] I: Pausing for undefinedms
[207.261] I: Pausing for undefinedms
[207.262] I: Pausing for undefinedms
[207.264] I: Pausing for undefinedms
[207.265] I: Pausing for undefinedms
[207.266] I: Pausing for undefinedms
[207.266] I: Pausing for undefinedms
[207.267] I: Pausing for undefinedms
[207.269] I: Pausing for undefinedms
[207.27] I: Pausing for undefinedms
[207.271] I: Pausing for undefinedms
[207.272] I: Pausing for undefinedms
[207.273] I: Pausing for undefinedms
[207.275] I: Pausing for undefinedms
[207.276] I: Pausing for undefinedms
[207.277] I: Pausing for undefinedms
[207.279] I: Pausing for undefinedms
[207.28] I: Pausing for undefinedms
[207.281] I: Pausing for undefinedms
[207.282] I: Pausing for undefinedms
[207.284] I: Pausing for undefinedms
[207.285] I: Pausing for undefinedms
[207.286] I: Pausing for undefinedms
[207.287] I: Pausing for undefinedms
[207.288] I: Pausing for undefinedms
[207.289] I: Pausing for undefinedms
[207.291] I: Pausing for undefinedms
[207.292] I: Pausing for undefinedms
[207.293] I: Pausing for undefinedms
[207.295] I: Pausing for undefinedms
[207.296] I: Pausing for undefinedms
[207.297] I: Pausing for undefinedms
[207.299] I: Pausing for undefinedms
[207.3] I: Pausing for undefinedms
[207.301] I: Pausing for undefinedms
[207.302] I: Pausing for undefinedms
[207.304] I: Pausing for undefinedms
[207.305] I: Pausing for undefinedms
[207.306] I: Pausing for undefinedms
[207.307] I: Pausing for undefinedms
[207.309] I: Pausing for undefinedms
[207.31] I: Pausing for undefinedms
[207.311] I: Pausing for undefinedms
[207.313] I: Pausing for undefinedms
[207.314] I: Pausing for undefinedms
[207.315] I: Pausing for undefinedms
[207.316] I: Pausing for undefinedms
[207.317] I: Pausing for undefinedms
[207.319] I: Pausing for undefinedms
[207.32] I: Pausing for undefinedms
[207.321] I: Pausing for undefinedms
[207.322] I: Pausing for undefinedms
[207.323] I: Pausing for undefinedms
[207.325] I: Pausing for undefinedms
[207.326] I: Pausing for undefinedms
[207.327] I: Pausing for undefinedms
[207.328] I: Pausing for undefinedms
[207.33] I: Pausing for undefinedms
[207.331] I: Pausing for undefinedms
[207.332] I: Pausing for undefinedms
[207.332] I: Pausing for undefinedms
[207.333] I: Pausing for undefinedms
[207.335] I: Pausing for undefinedms
[207.336] I: Pausing for undefinedms
[207.337] I: Pausing for undefinedms
[207.338] I: Pausing for undefinedms
[207.339] I: Pausing for undefinedms
[207.341] I: Pausing for undefinedms
[207.342] I: Pausing for undefinedms
[207.343] I: Pausing for undefinedms
[207.344] I: Pausing for undefinedms
[207.346] I: Pausing for undefinedms
[207.347] I: Pausing for undefinedms
[207.348] I: Pausing for undefinedms
[207.349] I: Pausing for undefinedms
[207.35] I: Pausing for undefinedms
[207.352] I: Pausing for undefinedms
[207.353] I: Pausing for undefinedms
[207.354] I: Pausing for undefinedms
[207.355] I: Pausing for undefinedms
[207.357] I: Pausing for undefinedms
[207.358] I: Pausing for undefinedms
[207.359] I: Pausing for undefinedms
[207.361] I: Pausing for undefinedms
[207.362] I: Pausing for undefinedms
[207.363] I: Pausing for undefinedms
[207.364] I: Pausing for undefinedms
[207.366] I: Pausing for undefinedms
[207.367] I: Pausing for undefinedms
[207.368] I: Pausing for undefinedms
[207.369] I: Pausing for undefinedms
[207.371] I: Pausing for undefinedms
[207.372] I: Pausing for undefinedms
[207.373] I: Pausing for undefinedms
[207.374] I: Pausing for undefinedms
[207.376] I: Pausing for undefinedms
[207.377] I: Pausing for undefinedms
[207.378] I: Pausing for undefinedms
[207.379] I: Pausing for undefinedms
[207.381] I: Pausing for undefinedms
[207.382] I: Pausing for undefinedms
[207.383] I: Pausing for undefinedms
[207.384] I: Pausing for undefinedms
[207.385] I: Pausing for undefinedms
[207.387] I: Pausing for undefinedms
[207.388] I: Pausing for undefinedms
[207.389] I: Pausing for undefinedms
[207.39] I: Pausing for undefinedms
[207.392] I: Pausing for undefinedms
[207.393] I: Pausing for undefinedms
[207.394] I: Pausing for undefinedms
[207.396] I: Pausing for undefinedms
[207.397] I: Pausing for undefinedms
[207.398] I: Pausing for undefinedms
[207.4] I: Pausing for undefinedms
[207.401] I: Pausing for undefinedms
[207.402] I: Pausing for undefinedms
[207.403] I: Pausing for undefinedms
[207.404] I: Pausing for undefinedms
[207.406] I: Pausing for undefinedms
[207.407] I: Pausing for undefinedms
[207.408] I: Pausing for undefinedms
[207.41] I: Pausing for undefinedms
[207.411] I: Pausing for undefinedms
[207.413] I: Pausing for undefinedms
[207.414] I: Pausing for undefinedms
[207.415] I: Pausing for undefinedms
[207.416] I: Pausing for undefinedms
[207.417] I: Pausing for undefinedms
[207.419] I: Pausing for undefinedms
[207.42] I: Pausing for undefinedms
[207.421] I: Pausing for undefinedms
[207.422] I: Pausing for undefinedms
[207.424] I: Pausing for undefinedms
[207.425] I: Pausing for undefinedms
[207.427] I: Pausing for undefinedms
[207.428] I: Pausing for undefinedms
[207.428] I: Pausing for undefinedms
[207.429] I: Pausing for undefinedms
[207.431] I: Pausing for undefinedms
[207.432] I: Pausing for undefinedms
[207.433] I: Pausing for undefinedms
[207.435] I: Pausing for undefinedms
[207.436] I: Pausing for undefinedms
[207.437] I: Pausing for undefinedms
[207.439] I: Pausing for undefinedms
[207.44] I: Pausing for undefinedms
[207.441] I: Pausing for undefinedms
[207.442] I: Pausing for undefinedms
[207.444] I: Pausing for undefinedms
[207.445] I: Pausing for undefinedms
[207.446] I: Pausing for undefinedms
[207.448] I: Pausing for undefinedms
[207.449] I: Pausing for undefinedms
[207.45] I: Pausing for undefinedms
[207.452] I: Pausing for undefinedms
[207.453] I: Pausing for undefinedms
[207.454] I: Pausing for undefinedms
[207.455] I: Pausing for undefinedms
[207.457] I: Pausing for undefinedms
[207.457] I: Pausing for undefinedms
[207.458] I: Pausing for undefinedms
[207.46] I: Pausing for undefinedms
[207.461] I: Pausing for undefinedms
[207.462] I: Pausing for undefinedms
[207.463] I: Pausing for undefinedms
[207.464] I: Pausing for undefinedms
[207.466] I: Pausing for undefinedms
[207.467] I: Pausing for undefinedms
[207.468] I: Pausing for undefinedms
[207.469] I: Pausing for undefinedms
[207.471] I: Pausing for undefinedms
[207.472] I: Pausing for undefinedms
[207.473] I: Pausing for undefinedms
[207.475] I: Pausing for undefinedms
[207.477] I: Pausing for undefinedms
[207.478] I: Pausing for undefinedms
[207.48] I: Pausing for undefinedms
[207.481] I: Pausing for undefinedms
[207.482] I: Pausing for undefinedms
[207.483] I: Pausing for undefinedms
[207.485] I: Pausing for undefinedms
[207.486] I: Pausing for undefinedms
[207.487] I: Pausing for undefinedms
[207.488] I: Pausing for undefinedms
[207.49] I: Pausing for undefinedms
[207.491] I: Pausing for undefinedms
[207.492] I: Pausing for undefinedms
[207.493] I: Pausing for undefinedms
[207.495] I: Pausing for undefinedms
[207.496] I: Pausing for undefinedms
[207.497] I: Pausing for undefinedms
[207.499] I: Pausing for undefinedms
[207.5] I: Pausing for undefinedms
[207.501] I: Pausing for undefinedms
[207.502] I: Pausing for undefinedms
[207.503] I: Pausing for undefinedms
[207.505] I: Pausing for undefinedms
[207.506] I: Pausing for undefinedms
[207.507] I: Pausing for undefinedms
[207.508] I: Pausing for undefinedms
[207.51] I: Pausing for undefinedms
[207.511] I: Pausing for undefinedms
[207.513] I: Pausing for undefinedms
[207.514] I: Pausing for undefinedms
[207.515] I: Pausing for undefinedms
[207.516] I: Pausing for undefinedms
[207.517] I: Pausing for undefinedms
[207.519] I: Pausing for undefinedms
[207.52] I: Pausing for undefinedms
[207.521] I: Pausing for undefinedms
[207.522] I: Pausing for undefinedms
[207.523] I: Pausing for undefinedms
[207.525] I: Pausing for undefinedms
[207.525] I: Pausing for undefinedms
[207.526] I: Pausing for undefinedms
[207.528] I: Pausing for undefinedms
[207.529] I: Pausing for undefinedms
[207.53] I: Pausing for undefinedms
[207.531] I: Pausing for undefinedms
[207.533] I: Pausing for undefinedms
[207.534] I: Pausing for undefinedms
[207.535] I: Pausing for undefinedms
[207.536] I: Pausing for undefinedms
[207.537] I: Pausing for undefinedms
[207.539] I: Pausing for undefinedms
[207.54] I: Pausing for undefinedms
[207.541] I: Pausing for undefinedms
[207.543] I: Pausing for undefinedms
[207.544] I: Pausing for undefinedms
[207.545] I: Pausing for undefinedms
[207.547] I: Pausing for undefinedms
[207.548] I: Pausing for undefinedms
[207.549] I: Pausing for undefinedms
[207.55] I: Pausing for undefinedms
[207.552] I: Pausing for undefinedms
[207.553] I: Pausing for undefinedms
[207.554] I: Pausing for undefinedms
[207.555] I: Pausing for undefinedms
[207.557] I: Pausing for undefinedms
[207.558] I: Pausing for undefinedms
[207.559] I: Pausing for undefinedms
[207.561] I: Pausing for undefinedms
[207.562] I: Pausing for undefinedms
[207.563] I: Pausing for undefinedms
[207.564] I: Pausing for undefinedms
[207.566] I: Pausing for undefinedms
[207.567] I: Pausing for undefinedms
[207.568] I: Pausing for undefinedms
[207.569] I: Pausing for undefinedms
[207.57] I: Pausing for undefinedms
[207.571] I: Pausing for undefinedms
[207.573] I: Pausing for undefinedms
[207.574] I: Pausing for undefinedms
[207.576] I: Pausing for undefinedms
[207.577] I: Pausing for undefinedms
[207.578] I: Pausing for undefinedms
[207.579] I: Pausing for undefinedms
[207.581] I: Pausing for undefinedms
[207.582] I: Pausing for undefinedms
[207.583] I: Pausing for undefinedms
[207.583] I: Pausing for undefinedms
[207.584] I: Pausing for undefinedms
[207.586] I: Pausing for undefinedms
[207.587] I: Pausing for undefinedms
[207.588] I: Pausing for undefinedms
[207.589] I: Pausing for undefinedms
[207.591] I: Pausing for undefinedms
[207.593] I: Pausing for undefinedms
[207.594] I: Pausing for undefinedms
[207.595] I: Pausing for undefinedms
[207.596] I: Pausing for undefinedms
[207.597] I: Pausing for undefinedms
[207.599] I: Pausing for undefinedms
[207.6] I: Pausing for undefinedms
[207.601] I: Pausing for undefinedms
[207.601] I: Pausing for undefinedms
[207.603] I: Pausing for undefinedms
[207.603] I: Pausing for undefinedms
[207.604] I: Pausing for undefinedms
[207.606] I: Pausing for undefinedms
[207.607] I: Pausing for undefinedms
[207.607] I: Pausing for undefinedms
[207.608] I: Pausing for undefinedms
[207.61] I: Pausing for undefinedms
[207.611] I: Pausing for undefinedms
[207.612] I: Pausing for undefinedms
[207.613] I: Pausing for undefinedms
[207.615] I: Pausing for undefinedms
[207.616] I: Pausing for undefinedms
[207.617] I: Pausing for undefinedms
[207.618] I: Pausing for undefinedms
[207.619] I: Pausing for undefinedms
[207.62] I: Pausing for undefinedms
[207.621] I: Pausing for undefinedms
[207.622] I: Pausing for undefinedms
[207.623] I: Pausing for undefinedms
[207.625] I: Pausing for undefinedms
[207.626] I: Pausing for undefinedms
[207.627] I: Pausing for undefinedms
[207.628] I: Pausing for undefinedms
[207.629] I: Pausing for undefinedms
[207.631] I: Pausing for undefinedms
[207.632] I: Pausing for undefinedms
[207.633] I: Pausing for undefinedms
[207.634] I: Pausing for undefinedms
[207.635] I: Pausing for undefinedms
[207.637] I: Pausing for undefinedms
[207.638] I: Pausing for undefinedms
[207.639] I: Pausing for undefinedms
[207.64] I: Pausing for undefinedms
[207.642] I: Pausing for undefinedms
[207.643] I: Pausing for undefinedms
[207.644] I: Pausing for undefinedms
[207.645] I: Pausing for undefinedms
[207.646] I: Pausing for undefinedms
[207.648] I: Pausing for undefinedms
[207.649] I: Pausing for undefinedms
[207.65] I: Pausing for undefinedms
[207.651] I: Pausing for undefinedms
[207.653] I: Pausing for undefinedms
[207.654] I: Pausing for undefinedms
[207.655] I: Pausing for undefinedms
[207.656] I: Pausing for undefinedms
[207.658] I: Pausing for undefinedms
[207.658] I: Pausing for undefinedms
[207.66] I: Pausing for undefinedms
[207.661] I: Pausing for undefinedms
[207.662] I: Pausing for undefinedms
[207.663] I: Pausing for undefinedms
[207.664] I: Pausing for undefinedms
[207.666] I: Pausing for undefinedms
[207.667] I: Pausing for undefinedms
[207.668] I: Pausing for undefinedms
[207.669] I: Pausing for undefinedms
[207.67] I: Pausing for undefinedms
[207.672] I: Pausing for undefinedms
[207.672] I: Pausing for undefinedms
[207.673] I: Pausing for undefinedms
[207.675] I: Pausing for undefinedms
[207.676] I: Pausing for undefinedms
[207.677] I: Pausing for undefinedms
[207.679] I: Pausing for undefinedms
[207.68] I: Pausing for undefinedms
[207.681] I: Pausing for undefinedms
[207.682] I: Pausing for undefinedms
[207.684] I: Pausing for undefinedms
[207.685] I: Pausing for undefinedms
[207.686] I: Pausing for undefinedms
[207.687] I: Pausing for undefinedms
[207.688] I: Pausing for undefinedms
[207.69] I: Pausing for undefinedms
[207.692] I: Pausing for undefinedms
[207.693] I: Pausing for undefinedms
[207.693] I: Pausing for undefinedms
[207.695] I: Pausing for undefinedms
[207.696] I: Pausing for undefinedms
[207.697] I: Pausing for undefinedms
[207.698] I: Pausing for undefinedms
[207.7] I: Pausing for undefinedms
[207.701] I: Pausing for undefinedms
[207.702] I: Pausing for undefinedms
[207.703] I: Pausing for undefinedms
[207.704] I: Pausing for undefinedms
[207.706] I: Pausing for undefinedms
[207.707] I: Pausing for undefinedms
[207.708] I: Pausing for undefinedms
[207.71] I: Pausing for undefinedms
[207.711] I: Pausing for undefinedms
[207.712] I: Pausing for undefinedms
[207.713] I: Pausing for undefinedms
[207.714] I: Pausing for undefinedms
[207.716] I: Pausing for undefinedms
[207.717] I: Pausing for undefinedms
[207.718] I: Pausing for undefinedms
[207.719] I: Pausing for undefinedms
[207.72] I: Pausing for undefinedms
[207.722] I: Pausing for undefinedms
[207.723] I: Pausing for undefinedms
[207.724] I: Pausing for undefinedms
[207.726] I: Pausing for undefinedms
[207.727] I: Pausing for undefinedms
[207.728] I: Pausing for undefinedms
[207.729] I: Pausing for undefinedms
[207.73] I: Pausing for undefinedms
[207.732] I: Pausing for undefinedms
[207.733] I: Pausing for undefinedms
[207.734] I: Pausing for undefinedms
[207.735] I: Pausing for undefinedms
[207.736] I: Pausing for undefinedms
[207.738] I: Pausing for undefinedms
[207.739] I: Pausing for undefinedms
